ID,Name,Frequency [MHz],Status,Description
None,Meteor-M N1,8128,inactive,Stored data
None,Meteor-M N1,8320,inactive,Stored data
None,Meteor-M N1,8128,inactive,Stored data
None,Meteor-M N1,8320,inactive,Stored data
None,Meteor-M N1,1700,inactive,High resolution data + DCP reports
None,Meteor-M N1,1705,inactive,High resolution data + DCP reports
None,Meteor-M N1,137.1,inactive,Selected data
None,Meteor-M N1,137.9,inactive,Selected data
None,Meteor-M N1,137.9125,inactive,Selected data
None,Meteor-M N1,401.9 - 402.5,inactive,Regional and International DCP reports
None,Meteor-M N1,401.9 - 402,inactive,Regional DCP reports
None,Meteor-M N2,8128,inactive,Stored data
None,Meteor-M N2,8320,inactive,Stored data
None,Meteor-M N2,8128,inactive,Stored data
None,Meteor-M N2,8320,inactive,Stored data
None,Meteor-M N2,1700,inactive,High resolution data + DCP reports
None,Meteor-M N2,1705,inactive,High resolution data + DCP reports
None,Meteor-M N2,137.1,inactive,Selected data
None,Meteor-M N2,137.9,inactive,Selected data
None,Meteor-M N2,137.9125,inactive,Selected data
None,Meteor-M N2,401.9 - 402.5,inactive,Regional and International DCP reports
None,Meteor-M N2,401.9 - 402,inactive,Regional DCP reports
None,Meteor-M N2-1,8128,inactive,Stored data
None,Meteor-M N2-1,8320,inactive,Stored data
None,Meteor-M N2-1,8128,inactive,Stored data
None,Meteor-M N2-1,8320,inactive,Stored data
None,Meteor-M N2-1,1700,inactive,High resolution data + DCP reports
None,Meteor-M N2-1,1705,inactive,High resolution data + DCP reports
None,Meteor-M N2-1,137.1,inactive,Selected data
None,Meteor-M N2-1,137.9,inactive,Selected data
None,Meteor-M N2-1,137.9125,inactive,Selected data
None,Meteor-M N2-1,401.9 - 402.5,inactive,Regional and International DCP reports
None,Meteor-M N2-1,401.9 - 402,inactive,Regional DCP reports
None,Meteor-M N2-2,8128,inactive,Stored data
None,Meteor-M N2-2,8320,inactive,Stored data
None,Meteor-M N2-2,8128,inactive,Stored data
None,Meteor-M N2-2,8320,inactive,Stored data
None,Meteor-M N2-2,1700,inactive,High resolution data + DCP reports
None,Meteor-M N2-2,1705,inactive,High resolution data + DCP reports
None,Meteor-M N2-2,137.1,inactive,Selected data
None,Meteor-M N2-2,137.9,inactive,Selected data
None,Meteor-M N2-2,137.9125,inactive,Selected data
None,Meteor-M N2-2,401.9 - 402.5,inactive,Regional and International DCP reports
None,Meteor-M N2-2,401.9 - 402,inactive,Regional DCP reports
None,Meteor-M N2-3,8128,inactive,Stored data
None,Meteor-M N2-3,8320,inactive,Stored data
None,Meteor-M N2-3,8128,inactive,Stored data
None,Meteor-M N2-3,8320,inactive,Stored data
None,Meteor-M N2-3,1700,inactive,High resolution data + DCP reports
None,Meteor-M N2-3,1705,inactive,High resolution data + DCP reports
None,Meteor-M N2-3,137.1,inactive,Selected data
None,Meteor-M N2-3,137.9,inactive,Selected data
None,Meteor-M N2-3,137.9125,inactive,Selected data
None,Meteor-M N2-3,401.9 - 402.5,inactive,Regional and International DCP reports
None,Meteor-M N2-3,401.9 - 402,inactive,Regional DCP reports
None,Meteor-M N2-4,8128,inactive,Stored data
None,Meteor-M N2-4,8320,inactive,Stored data
None,Meteor-M N2-4,8128,inactive,Stored data
None,Meteor-M N2-4,8320,inactive,Stored data
None,Meteor-M N2-4,1700,inactive,High resolution data + DCP reports
None,Meteor-M N2-4,1705,inactive,High resolution data + DCP reports
None,Meteor-M N2-4,137.1,inactive,Selected data
None,Meteor-M N2-4,137.9,inactive,Selected data
None,Meteor-M N2-4,137.9125,inactive,Selected data
None,Meteor-M N2-4,401.9 - 402.5,inactive,Regional and International DCP reports
None,Meteor-M N2-4,401.9 - 402,inactive,Regional DCP reports
None,Meteor-M N2-5,8128,inactive,Stored data
None,Meteor-M N2-5,8320,inactive,Stored data
None,Meteor-M N2-5,8128,inactive,Stored data
None,Meteor-M N2-5,8320,inactive,Stored data
None,Meteor-M N2-5,1700,inactive,High resolution data + DCP reports
None,Meteor-M N2-5,1705,inactive,High resolution data + DCP reports
None,Meteor-M N2-5,137.1,inactive,Selected data
None,Meteor-M N2-5,137.9,inactive,Selected data
None,Meteor-M N2-5,137.9125,inactive,Selected data
None,Meteor-M N2-5,401.9 - 402.5,inactive,Regional and International DCP reports
None,Meteor-M N2-5,401.9 - 402,inactive,Regional DCP reports
None,Meteor-M N2-6,8128,inactive,Stored data
None,Meteor-M N2-6,8320,inactive,Stored data
None,Meteor-M N2-6,8128,inactive,Stored data
None,Meteor-M N2-6,8320,inactive,Stored data
None,Meteor-M N2-6,1700,inactive,High resolution data + DCP reports
None,Meteor-M N2-6,1705,inactive,High resolution data + DCP reports
None,Meteor-M N2-6,137.1,inactive,Selected data
None,Meteor-M N2-6,137.9,inactive,Selected data
None,Meteor-M N2-6,137.9125,inactive,Selected data
None,Meteor-M N2-6,401.9 - 402.5,inactive,Regional and International DCP reports
None,Meteor-M N2-6,401.9 - 402,inactive,Regional DCP reports
None,Meteosat-10,1686.83,inactive,Raw data
None,Meteosat-10,2105.65,inactive,High resolution data - not operational
None,Meteosat-10,1695.15,inactive,High resolution data - not operational
None,Meteosat-10,2101.5,inactive,Selected data
None,Meteosat-10,1691,inactive,Selected data
None,Meteosat-10,402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-10,402.1 - 402.44,inactive,"Regional DCP reports, 223 channels"
None,Meteosat-10,1675.281,inactive,DCP report relay
None,Meteosat-11,1686.83,inactive,Raw data
None,Meteosat-11,2105.65,inactive,High resolution data - not planned to be used
None,Meteosat-11,1695.15,inactive,High resolution data - not planned to be used
None,Meteosat-11,2101.5,inactive,Selected data
None,Meteosat-11,1691,inactive,Selected data
None,Meteosat-11,402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-11,402.1 - 402.44,inactive,"Regional DCP reports, 223 channels"
None,Meteosat-11,1675.281,inactive,DCP report relay
None,Meteosat-4,1686.83,inactive,Raw data
None,Meteosat-4,2105,inactive,High resolution data
None,Meteosat-4,1694.5,inactive,High resolution data
None,Meteosat-4,2101.5,active,Selected data
None,Meteosat-4,1691,active,Selected data
None,Meteosat-4,402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-4,402.1 - 402.2,inactive,"Regional DCP reports, 33 channels"
None,Meteosat-4,1675.281,inactive,DCP report relay
None,Meteosat-4,1695.74,inactive,Information
None,Meteosat-5,1686.83,inactive,Raw data
None,Meteosat-5,2105,inactive,High resolution data
None,Meteosat-5,1694.5,inactive,High resolution data
None,Meteosat-5,2101.5,active,Selected data
None,Meteosat-5,1691,active,Selected data
None,Meteosat-5,402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-5,402.1 - 402.2,inactive,"Regional DCP reports, 33 channels"
None,Meteosat-5,1675.281,inactive,DCP report relay
None,Meteosat-5,1695.74,inactive,Information
None,Meteosat-5 (IODC),1686.83,inactive,Raw data
None,Meteosat-5 (IODC),2105,inactive,High resolution data
None,Meteosat-5 (IODC),1694.5,inactive,High resolution data
None,Meteosat-5 (IODC),2101.5,active,Selected data
None,Meteosat-5 (IODC),1691,active,Selected data
None,Meteosat-5 (IODC),402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-5 (IODC),402.1 - 402.2,inactive,"Regional DCP reports, 33 channels"
None,Meteosat-5 (IODC),1675.28,inactive,DCP report relay
None,Meteosat-6,1686.83,inactive,Raw data
None,Meteosat-6,2105,inactive,High resolution data
None,Meteosat-6,1694.5,inactive,High resolution data
None,Meteosat-6,2101.5,active,Selected data
None,Meteosat-6,1691,active,Selected data
None,Meteosat-6,402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-6,402.1 - 402.2,inactive,"Regional DCP reports, 33 channels"
None,Meteosat-6,1675.281,inactive,DCP report relay
None,Meteosat-6,1695.74,inactive,Information
None,Meteosat-6 (IODC),1686.83,inactive,Raw data
None,Meteosat-6 (IODC),2105,inactive,High resolution data
None,Meteosat-6 (IODC),1694.5,inactive,High resolution data
None,Meteosat-6 (IODC),2101.5,active,Selected data
None,Meteosat-6 (IODC),1691,active,Selected data
None,Meteosat-6 (IODC),402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-6 (IODC),402.1 - 402.2,inactive,"Regional DCP reports, 33 channels"
None,Meteosat-6 (IODC),1675.281,inactive,DCP report relay
None,Meteosat-7,1686.83,inactive,Raw data
None,Meteosat-7,2105,inactive,High resolution data
None,Meteosat-7,1694.5,inactive,High resolution data
None,Meteosat-7,2101.5,active,Selected data
None,Meteosat-7,1691,active,Selected data
None,Meteosat-7,402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-7,402.1 - 402.2,inactive,"Regional DCP reports, 33 channels"
None,Meteosat-7,1675.281,inactive,DCP report relay
None,Meteosat-7,1695.74,inactive,Information
None,Meteosat-7 (IODC),1686.83,inactive,Raw data
None,Meteosat-7 (IODC),2105,inactive,High resolution data
None,Meteosat-7 (IODC),1694.5,inactive,High resolution data
None,Meteosat-7 (IODC),2101.5,active,Selected data
None,Meteosat-7 (IODC),1691,active,Selected data
None,Meteosat-7 (IODC),402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-7 (IODC),402.1 - 402.2,inactive,"Regional DCP reports, 33 channels"
None,Meteosat-7 (IODC),1675.281,inactive,DCP report relay
None,Meteosat-7 (IODC),1695.74,inactive,Information
None,Meteosat-8,1686.83,inactive,Raw data
None,Meteosat-8,2105.65,inactive,High resolution data - not in use
None,Meteosat-8,1695.15,inactive,High resolution data - not in use
None,Meteosat-8,2101.5,inactive,Selected data - not in use
None,Meteosat-8,1691,inactive,Selected data - not in use
None,Meteosat-8,402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-8,402.1 - 402.44,inactive,"Regional DCP reports, 223 channels"
None,Meteosat-8,1675.281,inactive,DCP report relay
None,Meteosat-8 (IODC),1686.83,inactive,Raw data
None,Meteosat-8 (IODC),2105.65,inactive,High resolution data - not in use
None,Meteosat-8 (IODC),1695.15,inactive,High resolution data - not in use
None,Meteosat-8 (IODC),2101.5,inactive,Selected data - not in use
None,Meteosat-8 (IODC),1691,inactive,Selected data - not in use
None,Meteosat-8 (IODC),402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-8 (IODC),402.1 - 402.44,inactive,"Regional DCP reports, 223 channels"
None,Meteosat-8 (IODC),1675.281,inactive,DCP report relay
None,Meteosat-9,1686.83,inactive,Raw data
None,Meteosat-9,2105.65,inactive,High resolution data - not in use
None,Meteosat-9,1695.15,inactive,High resolution data - not in use
None,Meteosat-9,2101.5,inactive,Selected data
None,Meteosat-9,1691,inactive,Selected data
None,Meteosat-9,402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-9,402.1 - 402.44,inactive,"Regional DCP reports, 223 channels"
None,Meteosat-9,1675.281,inactive,DCP report relay
None,Meteosat-9 (IODC),1686.83,inactive,Raw data
None,Meteosat-9 (IODC),2105.65,inactive,High resolution data - not in use
None,Meteosat-9 (IODC),1695.15,inactive,High resolution data - not in use
None,Meteosat-9 (IODC),2101.5,inactive,Selected data
None,Meteosat-9 (IODC),1691,inactive,Selected data
None,Meteosat-9 (IODC),402 - 402.1,inactive,"International DCP reports, 33 channels"
None,Meteosat-9 (IODC),402.1 - 402.44,inactive,"Regional DCP reports, 223 channels"
None,Meteosat-9 (IODC),1675.281,inactive,DCP report relay
29499,METOP-A,465.9875,active,ARGOS-3 A-DCS
29499,METOP-A,465.9875,invalid,ARGOS-3
29499,METOP-A,1544.5,active,SARSAT L-Band
29499,METOP-A,2230,active,Telemetry
29499,METOP-A,1707,active,AHRPT 7
29499,METOP-A,137.1,active,LRPT 1
29499,METOP-A,137.9125,active,LRPT 9
29499,METOP-A,1701.3,active,AHRPT Downlink
None,Metop-A,7800,inactive,Raw data
None,Metop-A,1701.3,inactive,High resolution data - not in use
None,Metop-A,1707,inactive,High resolution data - used part time
None,Metop-A,137.1,inactive,Selected data - not in use
None,Metop-A,137.9125,inactive,"Selected data - backup, not in use"
None,Metop-A,401.585,inactive,DCP reports
None,Metop-A,465.9875,inactive,DCP configuration control
38771,METOP-B,465.9875,active,ARGOS-3
38771,METOP-B,465.9875,active,ARGOS-3 A-DCS 465.9875MHz
38771,METOP-B,1544.5,active,SARSAT L-Band
38771,METOP-B,2230,active,Beacon
38771,METOP-B,1707,active,AHRPT 7
38771,METOP-B,137.1,active,LRPT 1
38771,METOP-B,137.9125,active,LRPT 9
38771,METOP-B,1701.3,active,AHRPT Downlink
None,Metop-B,7800,inactive,Raw data
None,Metop-B,1701.3,inactive,High resolution data
None,Metop-B,1707,inactive,High resolution data - backup
None,Metop-B,137.1,inactive,Selected data
None,Metop-B,137.9125,inactive,Selected data - backup
None,Metop-B,401.595,inactive,DCP reports
None,Metop-B,465.9875,inactive,DCP configuration control
43689,METOP-C,1707,active,AHRPT
43689,METOP-C,465.9875,active,ARGOS-3 A-DCS
43689,METOP-C,2230,active,Telemetry
43689,METOP-C,1701.3,active,AHRPT Prime
None,Metop-C,7800,inactive,Raw data
None,Metop-C,1701.3,inactive,High resolution data - not in use
None,Metop-C,1707,inactive,High resolution data - used part time
None,Metop-C,137.1,inactive,Selected data - not in use
None,Metop-C,137.9125,inactive,"Selected data - backup, not in use"
None,Metop-C,401.585,inactive,DCP reports
None,Metop-C,465.9875,inactive,DCP configuration control
None,Metop-SG-A1,7825,inactive,Direct Data Broadcast
None,Metop-SG-A1,26295,inactive,"Stored Mission Data, Channel 1"
None,Metop-SG-A1,26700,inactive,"Stored Mission Data, Channel 2"
None,Metop-SG-A1,401 - 401.6900000000001,inactive,Argos DCS
None,Metop-SG-A1,465.9875,inactive,Argos DCS return link
None,Metop-SG-A2,7825,inactive,Direct Data Broadcast
None,Metop-SG-A2,26295,inactive,"Stored Mission Data, Channel 1"
None,Metop-SG-A2,26700,inactive,"Stored Mission Data, Channel 2"
None,Metop-SG-A2,401 - 401.6900000000001,inactive,Argos DCS
None,Metop-SG-A2,465.9875,inactive,Argos DCS return link
None,Metop-SG-A3,7825,inactive,Direct Data Broadcast
None,Metop-SG-A3,26295,inactive,"Stored Mission Data, Channel 1"
None,Metop-SG-A3,26700,inactive,"Stored Mission Data, Channel 2"
None,Metop-SG-A3,401 - 401.6900000000001,inactive,Argos DCS
None,Metop-SG-A3,465.9875,inactive,Argos DCS return link
None,Metop-SG-B1,7825,inactive,Direct Data Broadcast
None,Metop-SG-B1,26700,inactive,Stored Mission Data
None,Metop-SG-B1,401 - 401.6900000000001,inactive,Argos DCS
None,Metop-SG-B1,465.9875,inactive,Argos DCS return link
None,Metop-SG-B2,7825,inactive,Direct Data Broadcast
None,Metop-SG-B2,26700,inactive,Stored Mission Data
None,Metop-SG-B2,401 - 401.6900000000001,inactive,Argos DCS
None,Metop-SG-B2,465.9875,inactive,Argos DCS return link
None,Metop-SG-B3,7825,inactive,Direct Data Broadcast
None,Metop-SG-B3,26700,inactive,Stored Mission Data
None,Metop-SG-B3,401 - 401.6900000000001,inactive,Argos DCS
None,Metop-SG-B3,465.9875,inactive,Argos DCS return link
46489,MEZNSAT,436.6,inactive,BPSK9k6 Telemetry
46489,MEZNSAT,436.6,inactive,BPSK1k2 Telemetry
46489,MEZNSAT,436.6,inactive,BPSK2k4 Telemetry
46489,MEZNSAT,436.6,active,BPSK4K8 Telemetry
43935,Microdragon,8055,active,XTX
43935,Microdragon,2228,active,STRX
53377,MIET-AIS,10475,inactive,Mode X - DVB-S2
53377,MIET-AIS,437.9,active,Mode U - GMSK 2k4 (USP FEC) TLM
52900,MIMAN,436.5,active,Mode U - TLM
41474,MINXSS,437.345,active,Mode U TLM
43758,MinXSS 2,437.25,active,GMSK9k6
43758,MinXSS 2,437.25,active,Secondary
48868,MIR-SAT1,436.925,active,Telemetry
48868,MIR-SAT1,436.925,active,Mode V/U - Digipeater
47314,MiTEE-1,437.8,active,Mode U - FSK9k6 AX25
99326,MITSUBA-1,437.375,active,Mode U - AFSK1k2 - AX.25
99326,MITSUBA-1,437.375,active,Mode U - CW
43005,MOHAMMED VI-A,2241.775,active,Telemetry
43717,MOHAMMED VI-B,2241.775,active,Telemetry
53374,Monitor-1,437.55,active,Mode U - GMSK 2k4 (USP FEC) TLM
43780,MOVE-II,145.95,active,CW Beacon
43780,MOVE-II,145.95,active,BPSK Telemetry
43780,MOVE-II,145.94375,invalid,Downlink
43780,MOVE-II,145.95,invalid,CW Beacon
44398,MOVE-IIb,145.84,active,Mode V BPSK12k5 TLM
44398,MOVE-IIb,145.84,active,Mode V CW Beacon
27939,MOZHAYETS 4,435.352,active,Mode U CW Beacon
27939,MOZHAYETS 4,435.3528,active,PE0SAT - CW Beacon
27939,MOZHAYETS 4,435.353,active,Mode U FM Doka
52169,MP42,401.051,active,Telemetry
99811,MTCube,437.75,invalid,Mode U FSK9k6 AX.25 TLM
99811,MTCube,436.75,active,Mode U GFSK9k6 G3RUH AX.25
53109,MTCube 2,436.75,active,Mode U TLM 2k4 GMSK AX25
53109,MTCube 2,436.75,inactive,Mode U TLM 9k6 GMSK AX25
53109,MTCube 2,436.75,inactive,Mode U TLM 1k2 AFSK AX25
None,MTG-I1,26360,inactive,Mission Data Acquisition
None,MTG-I1,401.7 - 402.85,inactive,Data Collection Platform transmissions
None,MTG-I1,401.7 - 402.85,inactive,Data Collection Platform transmissions
None,MTG-I2,26360,inactive,Mission Data Acquisition
None,MTG-I2,401.7 - 402.85,inactive,Data Collection Platform transmissions
None,MTG-I2,401.7 - 402.85,inactive,Data Collection Platform transmissions
None,MTG-I3,26360,inactive,Mission Data Acquisition
None,MTG-I3,402.275,inactive,Data Collection Platform transmissions
None,MTG-I3,402.275,inactive,Data Collection Platform transmissions
None,MTG-I4,26360,inactive,Mission Data Acquisition
None,MTG-I4,401.7 - 402.85,inactive,Data Collection Platform transmissions
None,MTG-I4,401.7 - 402.85,inactive,Data Collection Platform transmissions
None,MTG-S1,26760,inactive,Mission Data Acquisition
None,MTG-S2,26760,inactive,Mission Data Acquisition
44045,MySat-1,435.775,active,BPSK9k6 AX.25
44045,MySat-1,435.775,active,BPSK1k2 AX.25
47701,Nanoconnect-2,450,active,Mode U - FSK9k6
47701,Nanoconnect-2,450,inactive,Mode U - FSK
99515,NanoDragon,437.365,active,UHF 1K2 BPSK Telemetry
40024,NANOSATC-BR1,145.865,active,1k2 BPSK TLM
40024,NANOSATC-BR1,145.8671,active,PE0SAT - 1k2 BPSK TLM
47950,NANOSATC-BR2,145.865,active,Mode U - BPSK1k2
47950,NANOSATC-BR2,145.865,active,Mode U - BPSK2k4
47950,NANOSATC-BR2,145.865,active,Mode U - CW Beacon
47950,NANOSATC-BR2,145.865,active,Mode U - BPSK9k6
47950,NANOSATC-BR2,145.865,active,Mode U - BPSK4k8
44852,NANOVA,401.88,active,Downlink
48963,NAPA 2,401.124,active,UHF 1k2 BPSK Telemetry
48963,NAPA 2,401.1253,invalid,Downlink
46320,NAPA-1,401.125,active,Downlink
99998,NARSSCube-1,437.97,active,Mode U CW Beacon
44418,NARSSCube-2,437.97,active,Mode U CW Beacon
47482,NASA PTD-1,401.205,active,Telemetry
49044,NAUKA,631,active,Telemetry
49044,NAUKA,631.129,active,NAUKA strong sideband
49044,NAUKA,630.873,active,NAUKA strong sideband
49044,NAUKA,166.075,active,Mode V - FM
42017,NAYIF-1,145.94,active,Mode V TLM Beacon
42017,NAYIF-1,145.93945,active,Mode V TLM Beacon (current)
42017,NAYIF-1,145.96,active,Mode UV Transponder
39151,NEE-01 PEGASUS,910,active,Downlink
39441,NEE-02 Krysaor,980,active,Downlink
46277,NEMO-HD,8212,active,375 BW QPSK
44331,NepaliSat-1,437.375,active,UHF GMSK4k8
44331,NepaliSat-1,437.375,active,UHF CW TLM
99673,Neptuno,401.5,active,Mode U - FM
46506,NETSAT 1,435.6,active,Telemetry
46507,NETSAT 2,435.6,active,Telemetry
46505,NETSAT 3,435.6,active,Telemetry
46504,NETSAT 4,435.6,active,Telemetry
46923,NEUTRON-1,435.3,active,Mode U - BPSK1k2 AX.25 Beacon (LEOP)
46923,NEUTRON-1,435.3,inactive,Mode U - BPSK9K2 AX.25 Beacon
46923,NEUTRON-1,435.275,invalid,N1 Shifted
43937,NEXUS,437.075,inactive,CW Beacon
43937,NEXUS,435.9,active,QPSK - pi/4 shift
43937,NEXUS,435.9,active,AFSK1k2 TLM
43937,NEXUS,435.9,active,GMSK9k6
43937,NEXUS,437.0732,active,CW Beacon - drifted
43937,NEXUS,437.075,active,SSTV
43937,NEXUS,435.88,active,Transpoder
42766,NIUSAT,436,active,TLM 1k2 FSK
42766,NIUSAT,2240,active,S-Band downlink
42722,NJUST-1,436.57,active,TLM BPSK
42722,NJUST-1,436.5715,active,KB9JHU TLM BPSK
99944,NMTSat,148.8,inactive,VHF Tranmitter
99944,NMTSat,148.8,active,"VHF beacon every 10min, G3RUH"
40655,NO-83,437.975,active,APRS Transponder
40655,NO-83,435.35,active,PSK31 Transponder
40654,NO-84,145.825,active,1k2 AFSK TLM
40654,NO-84,145.825,active,APRS Digipeater
40654,NO-84,435.35,active,PSK31 Transponder
40654,NO-84,435.347,active,Drifted PSK Transponder
25338,NOAA 15,137.62,active,APT
25338,NOAA 15,137.5,inactive,APT
25338,NOAA 15,465.9875,invalid,ARGOS-3 A-DCS 465.9875MHz
25338,NOAA 15,1544.5,active,SARSAT L-Band
25338,NOAA 15,1702.5,active,HRPT
25338,NOAA 15,137.35,active,Direct Sounder Broadcast
25338,NOAA 15,137.77,inactive,Direct Sounder Broadcast
28654,NOAA 18,137.9125,active,APT Downlink
28654,NOAA 18,465.9875,active,ARGOS-3 A-DCS 465.9875MHz
28654,NOAA 18,1544.5,active,SARSAT L-Band
28654,NOAA 18,137.77,invalid,Beacon 2
28654,NOAA 18,1707,active,HRPT Downlink
28654,NOAA 18,137.35,active,Direct Sounder Broadcast
33591,NOAA 19,137.1,active,APT Downlink
33591,NOAA 19,465.9875,active,ARGOS-3 A-DCS 465.9875MHz
33591,NOAA 19,1544.5,active,SARSAT L-Band
33591,NOAA 19,1698,active,HRPT Downlink
33591,NOAA 19,137.932,active,137.932
33591,NOAA 19,137.77,active,Direct Sounder Broadcast
43013,NOAA 20,2247.5,active,Mode S - TT&C
43013,NOAA 20,26703.4,active,Ka-Band dumps
43013,NOAA 20,7812,active,X-Band Direct Broadcast
15427,NOAA 9,137.77,inactive,Beacon
15427,NOAA 9,137.62,inactive,APT
15427,NOAA 9,137.5,inactive,APT
15427,NOAA 9,1707,active,HRPT
15427,NOAA 9,136.77,active,Beacon
None,NOAA-15,2247.5,inactive,Global and Local data (GAC and LAC)
None,NOAA-15,1702.5,inactive,Full information data
None,NOAA-15,1698,inactive,Full information data
None,NOAA-15,1707,inactive,Full information data
None,NOAA-15,137.5,active,Reduced resolution images
None,NOAA-15,137.62,active,Reduced resolution images
None,NOAA-15,137.1,active,Reduced resolution images
None,NOAA-15,137.9125,active,Reduced resolution images
None,NOAA-15,137.35,inactive,TIP data
None,NOAA-15,137.77,inactive,TIP data
None,NOAA-16,2247.5,inactive,Global and Local data (GAC and LAC)
None,NOAA-16,1702.5,inactive,Full information data
None,NOAA-16,1698,inactive,Full information data
None,NOAA-16,1707,inactive,Full information data
None,NOAA-16,137.35,active,Reduced resolution images
None,NOAA-16,137.77,active,Reduced resolution images
None,NOAA-16,137.1,active,Reduced resolution images
None,NOAA-16,137.9125,active,Reduced resolution images
None,NOAA-16,137.35,inactive,TIP data
None,NOAA-16,137.77,inactive,TIP data
None,NOAA-17,2247.5,inactive,Global and Local data (GAC and LAC)
None,NOAA-17,1702.5,inactive,Full information data
None,NOAA-17,1698,inactive,Full information data
None,NOAA-17,1707,inactive,Full information data
None,NOAA-17,137.5,active,Reduced resolution images
None,NOAA-17,137.62,active,Reduced resolution images
None,NOAA-17,137.1,active,Reduced resolution images
None,NOAA-17,137.9125,active,Reduced resolution images
None,NOAA-17,137.35,inactive,TIP data
None,NOAA-17,137.77,inactive,TIP data
None,NOAA-18,2247.5,inactive,Global and Local data (GAC and LAC)
None,NOAA-18,1702.5,inactive,Full information data
None,NOAA-18,1698,inactive,Full information data
None,NOAA-18,1707,inactive,Full information data
None,NOAA-18,137.35,active,Reduced resolution images
None,NOAA-18,137.77,active,Reduced resolution images
None,NOAA-18,137.1,active,Reduced resolution images
None,NOAA-18,137.9125,active,Reduced resolution images
None,NOAA-18,137.35,inactive,TIP data
None,NOAA-18,137.77,inactive,TIP data
None,NOAA-19,2247.5,inactive,Global and Local data (GAC and LAC)
None,NOAA-19,1702.5,inactive,Full information data
None,NOAA-19,1698,inactive,Full information data
None,NOAA-19,1707,inactive,Full information data
None,NOAA-19,137.35,active,Reduced resolution images
None,NOAA-19,137.77,active,Reduced resolution images
None,NOAA-19,137.1,active,Reduced resolution images
None,NOAA-19,137.9125,active,Reduced resolution images
None,NOAA-19,137.35,inactive,TIP data
None,NOAA-19,137.77,inactive,TIP data
6235,NOAA-2,1697.5,active,1697.5 HRPT/GAC
None,NOAA-20,26703.4,inactive,Stored Mission Data
None,NOAA-20,7812,inactive,Real-time High Rate Data
41478,NODES 1,437.1,active,Mode U TLM
41478,NODES 1,2401.2,active,Mode S TLM 115k2 Spread Spectrum FSK
41477,NODES 2,437.1,active,Mode U TLM
41477,NODES 2,2401.2,active,Mode S TLM 115k2 Spread Spectrum FSK
46494,NORBI,436.7,active,Mode U - GFSK9k6
46494,NORBI,436.703,active,Mode U - LoRa
42828,NORSAT 2,161.7875,active,NORSAT-2 VDES transmitter
5680,NOSS,137.079,active,carrier wave
45529,NOUR 01,401.5,active,Mode U FSK 9k6
45529,NOUR 01,401.5,active,Mode U FSK 19k2
51954,NOUR 02,401.5,active,Mode U - FSK9k6
51954,NOUR 02,2255.38,active,Mode S 1
51954,NOUR 02,2450,active,Mode S 2
42726,NSIGHT-1,2405,invalid,S-Band downlink
42726,NSIGHT-1,435.9,active,Telemetry
44391,NSL-1,401.2,active,Downlink
55067,NSL-2,2245,active,Mode S
55067,NSL-2,401.355,active,Mode U - TLM
55067,NSL-2,401.199531,active,UHF Unknown
40900,NUDT-PHONESAT,437.3,active,9k6 FSK TLM
40900,NUDT-PHONESAT,437.3008,active,PE0SAT - 9k6 FSK TLM
42787,NUDTSAT,436.27,active,TLM 9k6 BPSK
41558,NUSAT 2,437.445,active,Mode U TLM FSK 40k
55124,NUTSat,436.85,active,Mode U APRS
55124,NUTSat,436.85,inactive,UHF 9k6 AX.25 Telemetry
55124,NUTSat,145.825,active,Mode V APRS
99470,NuX-1,437.65,active,Mode U - FSK1k2 AX.100
37224,O/OREOS,437.305,active,AFSK Beacon
53367,Object A,401.05,active,UHF Unknown
53367,Object A,399,active,UHF Unknown
55133,Object A,400.094,active,UHF Unknown
53346,Object A,400.13,active,Possible mode U
43663,Object B,401.793,active,UHF Unknown
49004,OBJECT B,1615.660286,active,Jillin Mysterious Pip
54373,OBJECT B,400.254,active,UHF Unknown
54747,OBJECT B,400.40416,active,UHF Unknown
43664,Object C,401.694,active,UHF Unknown
52735,OBJECT D,401.18,active,UHF Unknown
51827,Object D,401.65,active,Mode U
43665,Object D,401.606,active,UHF Unknown
44882,Object D,401.55,active,UHF Unknown
49006,OBJECT D,1615.665804,active,Jillin Mysterious Pip
54685,OBJECT D,1615.699,active,Jillin Mysterious Pip
54254,OBJECT D,1615.689,active,Jillin Mysterious Pip
49007,OBJECT E,1615.660667,active,Jillin Mysterious Pip
54686,OBJECT E,1615.699,active,Jillin Mysterious Pip
54687,Object F,400.156,active,UHF Unknown
43668,Object G,401.222,active,UHF Unknown
53451,Object H,1615.695,active,Jillin Mysterious Pip
51831,OBJECT H,1615.656718,active,Jillin Mysterious Pip
