ID,Name,Frequency [MHz],Status,Description
18351,Eutelsat I F-4,137.141,active,BPSK
42734,EXALTA-1,436.705,active,TLM GMSK
99818,EXOCONNECT,435.7,active,Mode U GMSK4k8 MOBITEX
99818,EXOCONNECT,435.7,active,Mode U GMSK9k6 MOBITEX
40380,EXOCUBE,437.27,active,FSK Beacon
40380,EXOCUBE,437.2696,active,PE0SAT - 9k6 FSK TLM
99914,ExseedSat 1,145.9,active,U/V FM CTCSS 67.0Hz
99914,ExseedSat 1,145.9,active,U/V APRS Digipeater
22825,EYESAT-1,436.795,active,Mode V/U FM
22825,EYESAT-1,436.795,active,Mode U AFSK Beacon
22825,EYESAT-1,2218,active,Mode S
43721,FACSAT-1,437.35,active,GMSK9k6
30776,FALCONSAT 3,435.103,active,TLM FSK
48924,Faraday Phoenix,401.15,active,Mode U - FM
99738,FEES,437.2,active,Mode U - FSK9k6
99738,FEES,437.2,active,Mode U - LoRa
99431,FEES 2,437.2,active,Mode U - FSK9k6
99431,FEES 2,436,active,Mode U LoRa
43192,FengMaNiu 1,435.35,active,TLM 9k6 BPSK AX.25
43192,FengMaNiu 1,435.35,active,MODE V/U FM VOICE
32958,FENGYUN 3A,1704.5,active,AHRPT Downlink
32958,FENGYUN 3A,8145.95,active,Mode X
32958,FENGYUN 3A,1704.5,active,AHRPT 1704.5 GHz
32958,FENGYUN 3A,7775,active,MPT
37214,FENGYUN 3B,8145.95,active,Mode X
37214,FENGYUN 3B,1704.5,inactive,AHRPT Downlink
37214,FENGYUN 3B,2246.40323,inactive,Telemetry
39260,FENGYUN 3C,1701.4,active,AHRPT Downlink
39260,FENGYUN 3C,2218.565669,active,Telemetry
43010,FengYun 3D,2246.409758,active,Telemetry
49008,FengYun 3E,2252.881349,active,Telemetry
49008,FengYun 3E,2218.539,active,telemetry
27431,FengYun-1D,180.007,active,Mode V
27431,FengYun-1D,480.019,active,Mode U
27431,FengYun-1D,2201.05,active,Mode L
27431,FengYun-1D,1700.5,active,HRPT
27431,FengYun-1D,1700.5,active,BPSK
40377,FIREBIRD 3,437.405,active,19k2 GMSK TLM
40377,FIREBIRD 3,437.397,invalid,PE0SAT - 19k2 FSK TLM
40378,FIREBIRD 4,437.23,active,19k2 GMSK TLM
40378,FIREBIRD 4,437.22,active,PE0SAT - 19k2 FSK TLM
39463,FIREBIRD-A,437.397,active,Mode U - FSK19k2 AX25
39464,FIREBIRD-B,437.23,active,Mode U - FSK19k2 AX25
39439,FIRST-MOVE,437.385,inactive,UHF BPSK1k2 TLM
39439,FIRST-MOVE,145.97,invalid,CW Beacon drifted
39439,FIRST-MOVE,145.97,active,CW Beacon
40031,FLOCK 1C-4,401.334,active,Mode U
43893,FLOCK 3K 4,401.3,active,Downlink
42018,FLOCK 3P-23,401.3,active,Downlink
43119,FLOCK 3P'-3,401.3,active,Downlink
43122,FLOCK 3P'-4,401.3,active,Downlink
43122,FLOCK 3P'-4,401.3,active,Mode U
44814,Flock 4P 1,401.3,active,Mode U - Flock
44811,Flock 4P 4,401.3,active,Mode U - Flock
44818,FLOCK 4P 5,401.3,active,Mode U
44816,FLOCK 4P 7,401.3,active,Mode U
46296,FLOCK 4V 10,401.334,active,Mode U - possible Flock Wideband
46297,FLOCK 4V 13,401.334,active,Mode U
46286,FLOCK 4V 14,401.3,active,Mode U
46529,FLOCK 4V 17,401.3,active,Mode U - Planet Labs
46321,FLOCK 4V 2,401.3,active,Mode U - Planet Labs
46612,Flock 4V 20,401.3,active,telemetry
46737,FLOCK 4V 23,401.334,active,Mode U - Planet Labs Wide
46812,FLOCK 4V 25,401.3,active,Mode U - Planet Labs Narrow
46314,FLOCK 4V 4,401.3,active,Mode U - Planet Labs
44885,FloripaSat-1,145.9,active,Mode V GFSK1k2 AX.25 Beacon
44885,FloripaSat-1,436.1,active,Mode U/U GFSK2k4 Repeater
42831,FLYING LAPTOP,2263.5,active,Telemetry
42831,FLYING LAPTOP,2408,active,Data Downlink System (DDS)
40320,FO-82,437.505,active,UHF CW Beacon
40320,FO-82,437.385,active,WSJT Telemetry
40320,FO-82,435.26,active,U/V Transponder
99399,Foresail-1,437.125,active,Mode U - GMSK 19k2 TLM
99399,Foresail-1,437.125,active,Mode U/U - GMSK 9k6 TLM
99399,Foresail-1,401.05,invalid,Mode U - GMSK 9k6
44349,FORMOSAT 7-1,400.9,active,Downlink
44351,FORMOSAT 7-2,400.9,active,Downlink
44343,FORMOSAT 7-3,400.9,active,Downlink
44350,FORMOSAT 7-4,400.9,active,CW
44358,FORMOSAT 7-5,400.9,active,Downlink
44353,FORMOSAT 7-6,400.9,active,Downlink
24920,FORTE,401.568,active,CW
44829,FossaSat 1,436.7,invalid,Mode U RTTY Downlink - CW
44829,FossaSat 1,436.7,active,Mode U RTTY Downlink - BPSK1k2
44829,FossaSat 1,436.7,active,Mode U LoRa
99504,FOSSASAT-1B,436.7,active,Mode U - Lora 125kbps SF11
99504,FOSSASAT-1B,436.8,active,Mode U - GFSK9k6
99504,FOSSASAT-1B,436.8,active,Mode U - CW
99333,FOSSASAT-1B,436.7,active,Mode U - LoRa
99333,FOSSASAT-1B,436.8,active,Mode U - GFSK9k6
99333,FOSSASAT-1B,436.8,active,Mode U - CW
99505,FOSSASAT-2,436.7,active,Mode U - Lora 125kbps SF11
99505,FOSSASAT-2,436.9,active,Mode U - GFSK9k6
99505,FOSSASAT-2,436.9,active,Mode U - CW
52750,FOSSASAT-2E11,401.7,active,401.7 LoRa
52750,FOSSASAT-2E11,401.7,active,GFSK9K6
52773,FOSSASAT-2E12,401.7,active,401.7 LoRa
52773,FOSSASAT-2E12,401.7,active,GFSK9K6
99495,FossaSat-2E5,401.7,active,Mode U - LoRa
99495,FossaSat-2E5,401.7,active,Mode U - GFSK9k6
99496,FossaSat-2E6,401.7,active,Mode U - LoRa
99496,FossaSat-2E6,401.7,active,Mode U - GFSK9k6
40967,FOX-1A,145.98,active,FM Transponder
40967,FOX-1A,145.9785,active,FM Transponder (current)
40967,FOX-1A,145.9785,active,DUV TLM
43017,FOX-1B,145.96,active,DUV TLM
43017,FOX-1B,145.96,active,Mode U/V FM Voice CTCSS 67.0Hz
43770,FOX-1C,145.92,active,U/V FM
43770,FOX-1C,145.92,active,L/V FM
43770,FOX-1C,145.92,active,DUV TLM
43770,FOX-1C,145.92,active,AFSK9k6 digital data
43137,FOX-1D,145.88,active,MODE U/V FM VOICE CTCSS 67.0Hz
43137,FOX-1D,145.88,active,DUV TLM
43137,FOX-1D,145.88,active,MODE L/V VOICE CTCSS 67.0Hz
47311,FOX-1E,435.75,active,Mode U - BPSK1k2 Beacon
47311,FOX-1E,435.76,active,Mode V/U Transponder
41930,FREEDOM,437.525,active,1k2 AFSK TLM
41930,FREEDOM,437.525,active,CW TLM
99323,FSI-SAT 1,437.175,active,Mode U - AFSK1k2 - AX.25
99323,FSI-SAT 1,437.175,active,Mode U - GMSK9k6
99323,FSI-SAT 1,437.175,active,Mode U - CW
99323,FSI-SAT 1,437.175,active,Mode U - SSTV
39444,FUNCUBE-1,145.95,active,Mode U/V Linear
39444,FUNCUBE-1,145.815,active,CW Beacon
39444,FUNCUBE-1,145.935,active,BPSK Telemetry
39444,FUNCUBE-1,145.935,invalid,BPSK Telemetry (drifting)
39444,FUNCUBE-1,145.9353,invalid,PE0SAT - 1k2 BPSK TLM
53463,FUTABA,437.375,active,Mode U - CW Beacon
53463,FUTABA,437.375,active,Mode U - AFSK1k2 TLM
None,FY-2A,1681.6,inactive,Raw data
None,FY-2A,2047.5,inactive,High-resolution data
None,FY-2A,1687.5,inactive,High-resolution data
None,FY-2A,2051,active,Selected data
None,FY-2A,1691,active,Selected data
None,FY-2A,401.1 - 401.4,inactive,Regional DCP reports
None,FY-2A,402 - 402.1,inactive,International DCP reports
None,FY-2A,2050.5,inactive,Primary station
None,FY-2A,1690.5,inactive,Primary station
None,FY-2A,2046.5,inactive,Secondary station
None,FY-2A,1686.5,inactive,Secondary station
None,FY-2A,2044.5,inactive,Backup station
None,FY-2A,1684.5,inactive,Backup station
None,FY-2B,1681.6,inactive,Raw data
None,FY-2B,2047.5,inactive,High-resolution data
None,FY-2B,1687.5,inactive,High-resolution data
None,FY-2B,2051,active,Selected data
None,FY-2B,1691,active,Selected data
None,FY-2B,401.1 - 401.4,inactive,Regional DCP reports
None,FY-2B,402 - 402.1,inactive,International DCP reports
None,FY-2B,2050.5,inactive,Primary station
None,FY-2B,1690.5,inactive,Primary station
None,FY-2B,2046.5,inactive,Secondary station
None,FY-2B,1686.5,inactive,Secondary station
None,FY-2B,2044.5,inactive,Backup station
None,FY-2B,1684.5,inactive,Backup station
None,FY-2C,1681.6,inactive,Raw data
None,FY-2C,2047.5,inactive,High-resolution data
None,FY-2C,1687.5,inactive,High-resolution data
None,FY-2C,2051,inactive,Selected data
None,FY-2C,1690.5,inactive,Selected data
None,FY-2C,401.1 - 401.4,inactive,Regional DCP reports
None,FY-2C,402 - 402.1,inactive,International DCP reports
None,FY-2C,2050.5,inactive,Primary station
None,FY-2C,1690.5,inactive,Primary station
None,FY-2C,2046.5,inactive,Secondary station
None,FY-2C,1686.5,inactive,Secondary station
None,FY-2C,2044.5,inactive,Backup station
None,FY-2C,1684.5,inactive,Backup station
None,FY-2D,1681.6,inactive,Raw data
None,FY-2D,2047.5,inactive,High-resolution data
None,FY-2D,1687.5,inactive,High-resolution data
None,FY-2D,2051,inactive,Selected data (not in use)
None,FY-2D,1690.5,inactive,Selected data (not in use)
None,FY-2D,401.1 - 401.4,inactive,Regional DCP reports
None,FY-2D,402 - 402.1,inactive,International DCP reports
None,FY-2D,2050.5,inactive,Primary station
None,FY-2D,1690.5,inactive,Primary station
None,FY-2D,2046.5,inactive,Secondary station
None,FY-2D,1686.5,inactive,Secondary station
None,FY-2D,2044.5,inactive,Backup station
None,FY-2D,1684.5,inactive,Backup station
None,FY-2E,1681.6,inactive,Raw data
None,FY-2E,2047.5,inactive,High-resolution data
None,FY-2E,1687.5,inactive,High-resolution data
None,FY-2E,2051,inactive,Selected data (not in use)
None,FY-2E,1690.5,inactive,Selected data (not in use)
None,FY-2E,401.1 - 401.4,inactive,Regional DCP reports
None,FY-2E,402 - 402.1,inactive,International DCP reports
None,FY-2E,2050.5,inactive,Primary station
None,FY-2E,1690.5,inactive,Primary station
None,FY-2E,2046.5,inactive,Secondary station
None,FY-2E,1686.5,inactive,Secondary station
None,FY-2E,2044.5,inactive,Backup station
None,FY-2E,1684.5,inactive,Backup station
None,FY-2F,1681.6,inactive,Raw data
None,FY-2F,2047.5,inactive,High-resolution data
None,FY-2F,1687.5,inactive,High-resolution data
None,FY-2F,2051,inactive,Selected data
None,FY-2F,1690.5,inactive,Selected data
None,FY-2F,401.1 - 401.4,inactive,Regional DCP reports
None,FY-2F,402 - 402.1,inactive,International DCP reports
None,FY-2F,2050.5,inactive,Primary station
None,FY-2F,1690.5,inactive,Primary station
None,FY-2F,2046.5,inactive,Secondary station
None,FY-2F,1686.5,inactive,Secondary station
None,FY-2F,2044.5,inactive,Backup station
None,FY-2F,1684.5,inactive,Backup station
None,FY-2G,1681.6,inactive,Raw data
None,FY-2G,2047.5,inactive,High-resolution data
None,FY-2G,1687.5,inactive,High-resolution data
None,FY-2G,2051,inactive,Selected data
None,FY-2G,1690.5,inactive,Selected data
None,FY-2G,401.1 - 401.4,inactive,Regional DCP reports
None,FY-2G,402 - 402.1,inactive,International DCP reports
None,FY-2G,2050.5,inactive,Primary station
None,FY-2G,1690.5,inactive,Primary station
None,FY-2G,2046.5,inactive,Secondary station
None,FY-2G,1686.5,inactive,Secondary station
None,FY-2G,2044.5,inactive,Backup station
None,FY-2G,1684.5,inactive,Backup station
None,FY-2H,1681.6,inactive,Raw data
None,FY-2H,2047.5,inactive,High-resolution data
None,FY-2H,1687.5,inactive,High-resolution data
None,FY-2H,2051,inactive,Selected data
None,FY-2H,1690.5,inactive,Selected data
None,FY-2H,401.1 - 401.4,inactive,Regional DCP reports
None,FY-2H,402 - 402.1,inactive,International DCP reports
None,FY-2H,2050.5,inactive,Primary station
None,FY-2H,1690.5,inactive,Primary station
None,FY-2H,2046.5,inactive,Secondary station
None,FY-2H,1686.5,inactive,Secondary station
None,FY-2H,2044.5,inactive,Backup station
None,FY-2H,1684.5,inactive,Backup station
None,FY-3A,8145.95,inactive,Stored data
None,FY-3A,7775,inactive,Full-resolution MERSI data
None,FY-3A,1704.5,inactive,Other instrument data
None,FY-3B,8145.95,inactive,Stored data
None,FY-3B,7775,inactive,Full-resolution MERSI data
None,FY-3B,1704.5,inactive,Other instrument data
None,FY-3C,8175,inactive,Stored data
None,FY-3C,7780,inactive,Full-resolution MERSI data
None,FY-3C,1701.4,inactive,Other instrument data
None,FY-3D,7820,inactive,Full-resolution data
None,FY-4A,7500,inactive,Raw data
None,FY-4A,8185,inactive,High-resolution data
None,FY-4A,8205,inactive,High-resolution data
None,FY-4A,1681,inactive,High-resolution data
None,FY-4A,2057,inactive,Selected data and information
None,FY-4A,1697,inactive,Selected data and information
None,FY-4A,2047,inactive,Ranging
None,FY-4A,2227,inactive,Ranging
None,FY-4A,1693,inactive,Ranging
None,FY-4A,2067.5,inactive,Telemetry and commands
None,FY-4A,2245,inactive,Telemetry and commands
41170,GALASSIA,145.8,inactive,Telemetry Beacon
41170,GALASSIA,436.4,active,Mode U - AFSK4k8 Telemetry Beacon
44703,GAOFEN 7,2202.478,active,Telemetry
51439,GASPACS,437.365,active,Mode U - GFSK9k6 AX.25
51439,GASPACS,435,active,Factory Reset Frequency - GFSK9k6 AX.25
99334,GENESIS-G,436.888,active,Mode U - FM Beacon
99334,GENESIS-G,436.888,active,Mode V/U - FM voice
99334,GENESIS-G,436.888,active,Mode V/U - FSK 50bps
99334,GENESIS-G,436.888,active,Mode U - CW
99335,GENESIS-J,436.666,active,Mode U - FM Beacon
99335,GENESIS-J,436.666,active,Mode V/U - FM voice
99335,GENESIS-J,436.666,active,Mode V/U - FSK 50bps
99335,GENESIS-J,436.666,active,Mode U - CW
99502,GENESIS-L,436.875,active,Mode U - ASK50
99502,GENESIS-L,436.875,active,Mode U - CW Beacon
99503,GENESIS-N,436.88,active,Mode U - ASK50
99503,GENESIS-N,436.88,active,Mode U - CW Beacon
15595,GEOSAT,400.032,active,CW
15595,GEOSAT,150.0125,active,Mode V - CW Beacon
53385,Geoscan-Edelveis,436.2,active,Mode U - GFSK9k6
53385,Geoscan-Edelveis,10492,active,Mode X - GFSK 125kb
53385,Geoscan-Edelveis,10498,active,Mode X - GFSK 125kb (shifted)
53385,Geoscan-Edelveis,10498,active,Mode X CW Carrier (shifted)
53385,Geoscan-Edelveis,10492,active,Mode X CW Carrier
43144,GeoStare,401.04,active,Downlink
48962,GHALIB,401.1752,active,Downlink
99898,GHRCESAT,437.5,active,Mode U - AM/OOK
99898,GHRCESAT,436,active,Mode U - LoRa
43730,GLOBAL-1,401.4975,active,UHF Unknown
49772,GLOBAL-12,401.435,active,UHF Unknown
49773,GLOBAL-13,401.223,active,UHF Unknown
49469,Global-14,401.155,active,UHF Unknown
49950,GLOBAL-16,401.15,active,UHF Unknown
52196,GLOBAL-18,401.225,active,UHF Unknown
52196,GLOBAL-18,400.875,active,Telemetry
43812,GLOBAL-2,400.749,active,Mode U - Possibly Downlink
43812,GLOBAL-2,401.5,active,Downlink Mode U
52197,GLOBAL-20,400.875306,active,UHF Unknown
44499,GLOBAL-4,401.5,active,Downlink
46088,Global-7,401.375,active,UHF Unknown
46089,GLOBAL-8,401.373,active,UHF Unknown
46089,GLOBAL-8,401.226,active,Telemetry
47971,GLOBAL-9,401.5,active,UHF Unknown
None,GOES-10,1676,inactive,Raw data
None,GOES-10,2027.7,inactive,Processed images/soundings
None,GOES-10,1685.7,inactive,Processed images/soundings
None,GOES-10,2033,active,Selected data
None,GOES-10,1691,active,Selected data
None,GOES-10,2033,inactive,Selected data
None,GOES-10,1691,inactive,Selected data
None,GOES-10,1681.478,inactive,Multiuse Data Link
None,GOES-10,2034.8875,inactive,DCP interrogation
None,GOES-10,2034.9,inactive,DCP interrogation
None,GOES-10,2034.9125,inactive,DCP interrogation
None,GOES-10,468.8125,inactive,DCP interrogation
None,GOES-10,468.825,inactive,DCP interrogation
None,GOES-10,468.8375,inactive,DCP interrogation
None,GOES-10 (S-America),1676,inactive,Raw data
None,GOES-10 (S-America),2027.7,inactive,Processed images/soundings
None,GOES-10 (S-America),1685.7,inactive,Processed images/soundings
None,GOES-10 (S-America),2033,active,Selected data
None,GOES-10 (S-America),1691,active,Selected data
None,GOES-10 (S-America),2033,inactive,Selected data
None,GOES-10 (S-America),1691,inactive,Selected data
None,GOES-10 (S-America),1681.478,inactive,Multiuse Data Link
None,GOES-10 (S-America),2034.8875,inactive,DCP interrogation
None,GOES-10 (S-America),2034.9,inactive,DCP interrogation
None,GOES-10 (S-America),2034.9125,inactive,DCP interrogation
None,GOES-10 (S-America),468.8125,inactive,DCP interrogation
None,GOES-10 (S-America),468.825,inactive,DCP interrogation
None,GOES-10 (S-America),468.8375,inactive,DCP interrogation
None,GOES-11,1676,inactive,Raw data
None,GOES-11,2027.7,inactive,Processed images/soundings
None,GOES-11,1685.7,inactive,Processed images/soundings
None,GOES-11,2033,active,Ceased October 2005
None,GOES-11,1691,active,Ceased October 2005
None,GOES-11,2033,inactive,Selected data
None,GOES-11,1691,inactive,Selected data
None,GOES-11,1681.478,inactive,Multiuse Data Link
None,GOES-11,2034.8875,inactive,DCP interrogation
None,GOES-11,2034.9,inactive,DCP interrogation
None,GOES-11,2034.9125,inactive,DCP interrogation
None,GOES-11,468.8125,inactive,DCP interrogation
None,GOES-11,468.825,inactive,DCP interrogation
None,GOES-11,468.8375,inactive,DCP interrogation
None,GOES-12,1676,inactive,Raw data
None,GOES-12,2027.7,inactive,Processed images/soundings
None,GOES-12,1685.7,inactive,Processed images/soundings
None,GOES-12,2033,active,Ceased October 2005
None,GOES-12,1691,active,Ceased October 2005
None,GOES-12,2033,inactive,Selected data
None,GOES-12,1691,inactive,Selected data
None,GOES-12,1681.478,inactive,Multiuse Data Link
None,GOES-12,2034.8875,inactive,DCP interrogation
None,GOES-12,2034.9,inactive,DCP interrogation
None,GOES-12,2034.9125,inactive,DCP interrogation
None,GOES-12,468.8125,inactive,DCP interrogation
None,GOES-12,468.825,inactive,DCP interrogation
None,GOES-12,468.8375,inactive,DCP interrogation
None,GOES-12 (S-America),1676,inactive,Raw data
None,GOES-12 (S-America),2027.7,inactive,Processed images/soundings
None,GOES-12 (S-America),1685.7,inactive,Processed images/soundings
None,GOES-12 (S-America),2033,inactive,Selected data
None,GOES-12 (S-America),1691,inactive,Selected data
None,GOES-12 (S-America),1681.478,inactive,Multiuse Data Link
None,GOES-12 (S-America),2034.8875,inactive,DCP interrogation
None,GOES-12 (S-America),2034.9,inactive,DCP interrogation
None,GOES-12 (S-America),2034.9125,inactive,DCP interrogation
None,GOES-12 (S-America),468.8125,inactive,DCP interrogation
None,GOES-12 (S-America),468.825,inactive,DCP interrogation
None,GOES-12 (S-America),468.8375,inactive,DCP interrogation
None,GOES-13,1676,inactive,Raw data
None,GOES-13,1676,inactive,Raw data
None,GOES-13,2027.7,inactive,Processed images/soundings
None,GOES-13,2027.7,inactive,Processed images/soundings
None,GOES-13,1685.7,inactive,Processed images/soundings
None,GOES-13,1685.7,inactive,Processed images/soundings
None,GOES-13,2033,inactive,Selected data
None,GOES-13,1691,inactive,Selected data
None,GOES-13,1681.478,inactive,Multiuse Data Link
None,GOES-13,1681.478,inactive,Multiuse Data Link
None,GOES-13,2034.8875,inactive,DCP interrogation
None,GOES-13,2034.9,inactive,DCP interrogation
None,GOES-13,2034.9125,inactive,DCP interrogation
None,GOES-13,468.8125,inactive,DCP interrogation
None,GOES-13,468.825,inactive,DCP interrogation
None,GOES-13,468.8375,inactive,DCP interrogation
None,GOES-14,1676,inactive,Raw data
None,GOES-14,1676,inactive,Raw data
None,GOES-14,2027.7,inactive,Processed images/soundings
None,GOES-14,2027.7,inactive,Processed images/soundings
None,GOES-14,1685.7,inactive,Processed images/soundings
None,GOES-14,1685.7,inactive,Processed images/soundings
None,GOES-14,2033,inactive,Selected data
None,GOES-14,1691,inactive,Selected data
None,GOES-14,1681.478,inactive,Multiuse Data Link
None,GOES-14,1681.478,inactive,Multiuse Data Link
None,GOES-14,2034.8875,inactive,DCP interrogation
None,GOES-14,2034.9,inactive,DCP interrogation
None,GOES-14,2034.9125,inactive,DCP interrogation
None,GOES-14,468.8125,inactive,DCP interrogation
None,GOES-14,468.825,inactive,DCP interrogation
None,GOES-14,468.8375,inactive,DCP interrogation
None,GOES-15,1676,inactive,Raw data
None,GOES-15,1676,inactive,Raw data
None,GOES-15,2027.7,inactive,Processed images/soundings
None,GOES-15,2027.7,inactive,Processed images/soundings
None,GOES-15,1685.7,inactive,Processed images/soundings
None,GOES-15,1685.7,inactive,Processed images/soundings
None,GOES-15,2033,inactive,Selected data
None,GOES-15,1691,inactive,Selected data
None,GOES-15,1681.478,inactive,Multiuse Data Link
None,GOES-15,1681.478,inactive,Multiuse Data Link
None,GOES-15,2034.8875,inactive,DCP interrogation
None,GOES-15,2034.9,inactive,DCP interrogation
None,GOES-15,2034.9125,inactive,DCP interrogation
None,GOES-15,468.8125,inactive,DCP interrogation
None,GOES-15,468.825,inactive,DCP interrogation
None,GOES-15,468.8375,inactive,DCP interrogation
None,GOES-16,8220,inactive,Raw data
None,GOES-16,7216.6,inactive,Processed images/soundings
None,GOES-16,7216.6,inactive,Processed images/soundings
None,GOES-16,1686.6,inactive,Processed images/soundings
None,GOES-16,1686.6,inactive,Processed images/soundings
None,GOES-16,2027.1,inactive,Selected data and information
None,GOES-16,1694.1,inactive,Selected data and information
43226,GOES-17,148.545,active,Downlink
43226,GOES-17,2211.04,active,SARSAT to LUT
43226,GOES-17,1694.1,active,DCP
43226,GOES-17,468.775,active,Mode U TLM
43226,GOES-17,1544.55,active,SARSAT L-band
None,GOES-17,8220,inactive,Raw data
None,GOES-17,7216.6,inactive,Processed images/soundings
None,GOES-17,7216.6,inactive,Processed images/soundings
None,GOES-17,1686.6,inactive,Processed images/soundings
None,GOES-17,1686.6,inactive,Processed images/soundings
None,GOES-17,2027.1,inactive,Selected data and information
None,GOES-17,1694.1,inactive,Selected data and information
None,GOES-18,8220,inactive,Raw data
None,GOES-18,7216.6,inactive,Processed images/soundings
None,GOES-18,7216.6,inactive,Processed images/soundings
None,GOES-18,1686.6,inactive,Processed images/soundings
None,GOES-18,1686.6,inactive,Processed images/soundings
None,GOES-18,2027.1,inactive,Selected data and information
None,GOES-18,1694.1,inactive,Selected data and information
None,GOES-8,1676,inactive,Raw data
None,GOES-8,2027.7,inactive,Processed images/soundings
None,GOES-8,1685.7,inactive,Processed images/soundings
None,GOES-8,2033,active,Selected data
None,GOES-8,1691,active,Selected data
None,GOES-8,2033,inactive,Selected data
None,GOES-8,1691,inactive,Selected data
None,GOES-8,1681.478,inactive,Multiuse Data Link
None,GOES-8,2034.8875,inactive,DCP interrogation
None,GOES-8,2034.9,inactive,DCP interrogation
None,GOES-8,2034.9125,inactive,DCP interrogation
None,GOES-8,468.8125,inactive,DCP interrogation
None,GOES-8,468.825,inactive,DCP interrogation
None,GOES-8,468.8375,inactive,DCP interrogation
None,GOES-9,1676,inactive,Raw data
None,GOES-9,2027.7,inactive,Processed images/soundings
None,GOES-9,1685.7,inactive,Processed images/soundings
None,GOES-9,2033,active,Selected data
None,GOES-9,1691,active,Selected data
None,GOES-9,2033,inactive,Selected data
None,GOES-9,1691,inactive,Selected data
None,GOES-9,1681.478,inactive,Multiuse Data Link
None,GOES-9,2034.8875,inactive,DCP interrogation
None,GOES-9,2034.9,inactive,DCP interrogation
None,GOES-9,2034.9125,inactive,DCP interrogation
None,GOES-9,468.8125,inactive,DCP interrogation
None,GOES-9,468.825,inactive,DCP interrogation
None,GOES-9,468.8375,inactive,DCP interrogation
None,GOES-9 (GMS backup),1676,inactive,Raw data
None,GOES-9 (GMS backup),2027.7,inactive,Processed images/soundings
None,GOES-9 (GMS backup),1685.7,inactive,Processed images/soundings
None,GOES-9 (GMS backup),2033,active,Selected data
None,GOES-9 (GMS backup),1691,active,Selected data
None,GOES-9 (GMS backup),2033,inactive,Selected data
None,GOES-9 (GMS backup),1691,inactive,Selected data
None,GOES-9 (GMS backup),1681.478,inactive,Multiuse Data Link
None,GOES-9 (GMS backup),2034.8875,inactive,DCP interrogation
None,GOES-9 (GMS backup),2034.9,inactive,DCP interrogation
None,GOES-9 (GMS backup),2034.9125,inactive,DCP interrogation
None,GOES-9 (GMS backup),468.8125,inactive,DCP interrogation
None,GOES-9 (GMS backup),468.825,inactive,DCP interrogation
None,GOES-9 (GMS backup),468.8375,inactive,DCP interrogation
None,GOES-U,8220,inactive,Raw data
None,GOES-U,7216.6,inactive,Processed images/soundings
None,GOES-U,7216.6,inactive,Processed images/soundings
None,GOES-U,1686.6,inactive,Processed images/soundings
None,GOES-U,1686.6,inactive,Processed images/soundings
None,GOES-U,2027.1,inactive,Selected data and information
None,GOES-U,1694.1,inactive,Selected data and information
39430,GOMX 1,437.25,active,4k8 AFSK
39430,GOMX 1,437.2525,inactive,PE0SAT - CW Beacon
40949,GOMX-3,437.25,active,Mode U TLM
43197,GOMX4-A,400.8,active,FSK
43196,GOMX4-B,400.8,active,FSK
99459,Gossamer Piccolomini,917.5,active,Mode U - FM
47959,GRBAlpha,437.025,active,Mode U - GFSK9k6 - AX.25 G3RUH
47959,GRBAlpha,437.025,active,Mode U/U - GFSK9k6 Digipeater
47959,GRBAlpha,437.025,active,Mode U - CW Beacon
42785,GREEN DIAMOND,401.15,active,Downlink
53106,GREENCUBE,435.31,inactive,Mode U TLM 4k8 GMSK
53106,GREENCUBE,435.31,active,Mode U TLM 1k2 GMSK
53106,GREENCUBE,435.31,active,Mode U - FSK 300 AX.100
40379,GRIFEX,437.481,invalid,FSK Stream
40379,GRIFEX,437.485,active,Mode U - GMSK 9k6 AX.25
51025,Grizu-263A,437.19,active,Mode U - FSK4k8
51025,Grizu-263A,435.675,active,Mode U - FSK2k4
51510,GT-1,437.175,active,Mode U - FSK9k6 AX.25 G3RUH
47931,GuaraniSat-1,145.825,active,Mode U - AFSK1k2 APRS
47931,GuaraniSat-1,437.375,active,Mode U - FSK4k8 AX25 G3RUH
47931,GuaraniSat-1,437.375,active,Mode U - CW Beacon
99223,Guardian - Alpha,401.5,active,Mode U - TLM
99482,HADES,436.888,active,Mode U - CW Beacon
99482,HADES,436.888,active,Mode U - FM Vocoder
99482,HADES,436.888,active,Mode U - SSTV Robot 36
99482,HADES,436.888,active,Mode U - FSK50 Telemetry and experiments
99482,HADES,436.888,active,Mode V/U - FM Transceiver
99482,HADES,436.888,active,Mode V/U - FSK50 Transceiver
47297,Haisi 1,401.662483,active,Downlink
31113,Haiyang-1B,2273.5,active,S-Band DBPSK
31113,Haiyang-1B,2273.5,active,S-Band 9k6 BPSK Experimental
46469,HAIYANG-2C,2202.72,active,BPSK
28650,HAMSAT,145.936,inactive,Indian Beacon
28650,HAMSAT,145.87,inactive,Indian U/V Lin
28650,HAMSAT,145.875,inactive,Dutch U/V Lin
28650,HAMSAT,145.86,active,Dutch Beacon CW
28650,HAMSAT,137.2,active,Mode V - PSK Telemetry
45256,HARP,468,active,Mode U QPSK
42701,HAVELSAT,436.845,active,TLM GMSK
42701,HAVELSAT,436.8435,active,TLM CW
45721,Hayang 1D,2216.138,active,Mode S
99507,Hiapo,437.225,active,Mode U - FSK9k6 AX.25
43744,HIBER-1,401.04,active,Downlink
43774,HIBER-2,401.44,active,IOT
47942,HIBER-3,401.3,active,Downlink
47541,HIBER-4,401.15,active,Downlink
